id_establecimiento,provincia,canton,parroquia,tipo_establecimiento,institucion,sector,provincia_norm,canton_norm,parroquia_norm,codigo_dpa
3346,PICHINCHA,QUITO,CARCELÉN,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CARCELEN,7135.0
3347,PICHINCHA,QUITO,CALACALÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALACALI,430.0
3348,PICHINCHA,QUITO,PONCEANO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PONCEANO,7220.0
3349,PICHINCHA,QUITO,EL CONDADO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CONDADO,7160.0
3350,PICHINCHA,QUITO,POMASQUI,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,POMASQUI,2925.0
3351,PICHINCHA,QUITO,SAN ANTONIO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3325.0
3351,PICHINCHA,QUITO,SAN ANTONIO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3475.0
3351,PICHINCHA,QUITO,SAN ANTONIO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7245.0
3351,PICHINCHA,QUITO,SAN ANTONIO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7250.0
3351,PICHINCHA,QUITO,SAN ANTONIO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7240.0
3352,PICHINCHA,QUITO,COMITÉ DEL PUEBLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COMITE,7150.0
3353,PICHINCHA,QUITO,COMITÉ DEL PUEBLO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COMITE,7150.0
3354,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3325.0
3354,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3475.0
3354,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7245.0
3354,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7250.0
3354,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7240.0
3355,PICHINCHA,QUITO,ZAMBIZA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ZAMBIZA,4325.0
3356,PICHINCHA,QUITO,COMITÉ DEL PUEBLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COMITE,7150.0
3357,PICHINCHA,QUITO,LLANO CHICO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,LLANO,2265.0
3358,PICHINCHA,QUITO,NAYÓN,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,NAYON,2540.0
3359,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3325.0
3359,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3475.0
3359,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7245.0
3359,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7250.0
3359,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7240.0
3360,PICHINCHA,QUITO,ZAMBIZA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ZAMBIZA,4325.0
3361,PICHINCHA,QUITO,KENNEDY,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
3362,PICHINCHA,QUITO,COCHAPAMBA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COCHAPAMBA,7145.0
3363,PICHINCHA,QUITO,EL CONDADO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CONDADO,7160.0
3364,PICHINCHA,QUITO,COCHAPAMBA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COCHAPAMBA,7145.0
3365,PICHINCHA,QUITO,COCHAPAMBA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COCHAPAMBA,7145.0
3366,PICHINCHA,QUITO,EL CONDADO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CONDADO,7160.0
3367,PICHINCHA,QUITO,NONO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,NONO,2560.0
3369,PICHINCHA,SAN MIGUEL DE LOS BANCOS,MINDO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,SAN,MINDO,2410.0
3370,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,PUERTO,PUERTO,6125.0
3371,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,PUERTO,PUERTO,6125.0
3372,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,PEDRO,PEDRO,6415.0
3373,PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,SAN,4620.0
3374,PICHINCHA,CAYAMBE,OLMEDO (PECILLO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,OLMEDO,2600.0
3375,PICHINCHA,CAYAMBE,CANGAHUA,Centro de Salud B,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,CANGAHUA,480.0
3376,PICHINCHA,CAYAMBE,CANGAHUA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,CANGAHUA,480.0
3377,PICHINCHA,CAYAMBE,OTÓN,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,OTON,2635.0
3378,PICHINCHA,CAYAMBE,OLMEDO (PECILLO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,OLMEDO,2600.0
3380,PICHINCHA,PEDRO MONCAYO,TABACUNDO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,PEDRO,TABACUNDO,6145.0
3381,PICHINCHA,PEDRO MONCAYO,MALCHINGUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,PEDRO,MALCHINGUI,2330.0
3382,PICHINCHA,PEDRO MONCAYO,TOCACHI,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,PEDRO,TOCACHI,4045.0
3383,PICHINCHA,PEDRO MONCAYO,TUPIGACHI,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,PEDRO,TUPIGACHI,4090.0
3384,PICHINCHA,PEDRO MONCAYO,LA ESPERANZA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,PEDRO,ESPERANZA,2025.0
3385,PICHINCHA,QUITO,CUMBAYA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CUMBAYA,725.0
3386,PICHINCHA,QUITO,CUMBAYA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CUMBAYA,725.0
3387,PICHINCHA,QUITO,TUMBACO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,TUMBACO,4085.0
3389,PICHINCHA,QUITO,EL QUINCHE,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,QUINCHE,3100.0
3390,PICHINCHA,QUITO,PUEMBO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PUEMBO,2985.0
3391,PICHINCHA,QUITO,PIFO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PIFO,2855.0
3392,PICHINCHA,QUITO,TABABELA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,TABABELA,3925.0
3393,PICHINCHA,QUITO,CHECA (CHILPA),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHECA,865.0
3394,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3395,PICHINCHA,RUMIÑAHUI,COTOGCHOA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,COTOGCHOA,680.0
3396,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3397,PICHINCHA,RUMIÑAHUI,RUMIPAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,RUMIPAMBA,3230.0
3398,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3399,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3400,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3401,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3402,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3403,PICHINCHA,MEJÍA,ALOAG,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,MEJIA,ALOAG,55.0
3404,PICHINCHA,MEJÍA,ALOASÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,MEJIA,ALOASI,60.0
3406,PICHINCHA,MEJÍA,EL CHAUPI,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,MEJIA,CHAUPI,850.0
3407,PICHINCHA,MEJÍA,TAMBILLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,MEJIA,TAMBILLO,3960.0
3408,PICHINCHA,MEJÍA,UYUMBICHO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,MEJIA,UYUMBICHO,4155.0
3410,PICHINCHA,QUITO,GUALEA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUALEA,1400.0
3411,PICHINCHA,QUITO,NANEGAL,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,NANEGAL,2525.0
3412,PICHINCHA,QUITO,PACTO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PACTO,2690.0
3413,PICHINCHA,QUITO,PACTO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PACTO,2690.0
3414,PICHINCHA,QUITO,GUALEA,Puesto de Salud,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUALEA,1400.0
3415,PICHINCHA,QUITO,GUALEA,Puesto de Salud,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUALEA,1400.0
3416,PICHINCHA,QUITO,TURUBAMBA,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,TURUBAMBA,7260.0
3417,PICHINCHA,QUITO,QUITUMBE,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
3418,PICHINCHA,QUITO,QUITUMBE,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
3419,PICHINCHA,QUITO,QUITUMBE,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
3420,PICHINCHA,QUITO,QUITUMBE,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
3421,PICHINCHA,QUITO,GUAMANÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUAMANI,7165.0
3422,PICHINCHA,QUITO,GUAMANÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUAMANI,7165.0
3423,PICHINCHA,QUITO,GUAMANÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUAMANI,7165.0
3424,PICHINCHA,QUITO,TURUBAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,TURUBAMBA,7260.0
3425,PICHINCHA,QUITO,LA ECUATORIANA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ECUATORIANA,7200.0
3426,PICHINCHA,QUITO,CHILLOGALLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHILLOGALLO,5260.0
3427,PICHINCHA,QUITO,CHILLOGALLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHILLOGALLO,5260.0
3428,PICHINCHA,QUITO,CHILLOGALLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHILLOGALLO,5260.0
3429,PICHINCHA,QUITO,LA ECUATORIANA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ECUATORIANA,7200.0
3430,PICHINCHA,QUITO,GUAMANÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUAMANI,7165.0
3431,PICHINCHA,QUITO,SOLANDA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SOLANDA,7255.0
3432,PICHINCHA,QUITO,LA ECUATORIANA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ECUATORIANA,7200.0
3433,PICHINCHA,QUITO,CHILLOGALLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHILLOGALLO,5260.0
3434,PICHINCHA,QUITO,LA MENA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,MENA,7210.0
3435,PICHINCHA,QUITO,LA ECUATORIANA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ECUATORIANA,7200.0
3436,PICHINCHA,QUITO,SOLANDA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SOLANDA,7255.0
3437,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALDERON,440.0
3438,PICHINCHA,QUITO,ATAHUALPA (HABASPAMBA),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ATAHUALPA,195.0
3439,PICHINCHA,QUITO,CHAVEZPAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHAVEZPAMBA,855.0
3440,PICHINCHA,QUITO,GUAYLLABAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUAYLLABAMBA,1475.0
3441,PICHINCHA,QUITO,PERUCHO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PERUCHO,2825.0
3442,PICHINCHA,QUITO,PUELLARO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PUELLARO,2980.0
3443,PICHINCHA,QUITO,SAN JOSÉ DE MINAS,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3325.0
3443,PICHINCHA,QUITO,SAN JOSÉ DE MINAS,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,3475.0
3443,PICHINCHA,QUITO,SAN JOSÉ DE MINAS,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7245.0
3443,PICHINCHA,QUITO,SAN JOSÉ DE MINAS,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7250.0
3443,PICHINCHA,QUITO,SAN JOSÉ DE MINAS,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,SAN,7240.0
3444,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALDERON,440.0
3445,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALDERON,440.0
3446,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALDERON,440.0
3447,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALDERON,440.0
3448,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CALDERON,440.0
3449,PICHINCHA,QUITO,CONOCOTO,Centro de Salud C,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CONOCOTO,625.0
3450,PICHINCHA,QUITO,ALANGASÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ALANGASI,30.0
3451,PICHINCHA,QUITO,AMAGUAÑA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,AMAGUANA,80.0
3452,PICHINCHA,QUITO,ALANGASÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ALANGASI,30.0
3453,PICHINCHA,QUITO,GUANGOPOLO,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,GUANGOPOLO,1440.0
3454,PICHINCHA,QUITO,LA MERCED,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,MERCED,2055.0
3455,PICHINCHA,QUITO,PINTAG,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PINTAG,2895.0
3456,PICHINCHA,QUITO,PINTAG,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,PINTAG,2895.0
3457,PICHINCHA,QUITO,AMAGUAÑA,Centro de Salud A,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,AMAGUANA,80.0
3458,PICHINCHA,QUITO,CENTRO HISTÓRICO,Otros Establecimientos Sin Internación,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CENTRO,7140.0
3459,PICHINCHA,QUITO,ITCHIMBIA,Gineco-Obstétrico,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
3460,PICHINCHA,QUITO,ITCHIMBIA,Hospital de Especialidades,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
3461,PICHINCHA,QUITO,MARISCAL SUCRE,Pediátrico,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
3462,PICHINCHA,QUITO,CHILIBULO,Hospital General,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CHILIBULO,7155.0
3463,PICHINCHA,QUITO,COTOCOLLAO,Hospital General,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COTOCOLLAO,5220.0
3464,PICHINCHA,QUITO,COTOCOLLAO,Geriátrico,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,COTOCOLLAO,5220.0
3465,PICHINCHA,CAYAMBE,CAYAMBE,Hospital Básico,Ministerio de Salud Público,Sector público,PICHINCHA,CAYAMBE,CAYAMBE,5190.0
3466,PICHINCHA,QUITO,YARUQUÍ,Hospital Básico,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,YARUQUI,4290.0
3467,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,Hospital Básico,Ministerio de Salud Público,Sector público,PICHINCHA,RUMINAHUI,SANGOLQUI,5965.0
3468,PICHINCHA,MEJÍA,MACHACHI,Hospital Básico,Ministerio de Salud Público,Sector público,PICHINCHA,MEJIA,MACHACHI,5620.0
3469,PICHINCHA,QUITO,NANEGALITO,Hospital Básico,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,NANEGALITO,2530.0
3470,PICHINCHA,QUITO,CONOCOTO,Psiquiatríco y Sanatorios de Alcohólicos,Ministerio de Salud Público,Sector público,PICHINCHA,QUITO,CONOCOTO,625.0
3471,TUNGURAHUA,BAÑOS DE AGUA SANTA,ULBA,Puesto de Salud,Ministerio de Salud Público,Sector público,TUNGURAHUA,BANOS,ULBA,4135.0
3472,TUNGURAHUA,BAÑOS DE AGUA SANTA,RÍO VERDE,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,BANOS,RIO,3190.0
3472,TUNGURAHUA,BAÑOS DE AGUA SANTA,RÍO VERDE,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,BANOS,RIO,3200.0
3474,TUNGURAHUA,AMBATO,CUNCHIBAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,CUNCHIBAMBA,800.0
3477,TUNGURAHUA,AMBATO,QUISAPINCHA (QUIZAPINCHA),Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,QUISAPINCHA,3120.0
3480,TUNGURAHUA,AMBATO,PASA,Centro de Salud B,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,PASA,2775.0
3483,TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,JUAN,1860.0
3484,TUNGURAHUA,TISALEO,TISALEO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,TISALEO,TISALEO,5515.0
3485,TUNGURAHUA,TISALEO,TISALEO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,TISALEO,TISALEO,5515.0
3486,TUNGURAHUA,TISALEO,TISALEO,Puesto de Salud,Ministerio de Salud Público,Sector público,TUNGURAHUA,TISALEO,TISALEO,5515.0
3487,TUNGURAHUA,TISALEO,TISALEO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,TISALEO,TISALEO,5515.0
3488,TUNGURAHUA,AMBATO,HUACHI GRANDE,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,HUACHI,1625.0
3488,TUNGURAHUA,AMBATO,HUACHI GRANDE,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,HUACHI,5445.0
3488,TUNGURAHUA,AMBATO,HUACHI GRANDE,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,HUACHI,5455.0
3489,TUNGURAHUA,CEVALLOS,CEVALLOS,Centro de Salud B,Ministerio de Salud Público,Sector público,TUNGURAHUA,CEVALLOS,CEVALLOS,6555.0
3490,TUNGURAHUA,TISALEO,QUINCHICOTO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,TISALEO,QUINCHICOTO,1375.0
3491,TUNGURAHUA,MOCHA,PINGUILÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,MOCHA,PINGUILI,4555.0
3492,TUNGURAHUA,QUERO,QUERO,Centro de Salud C,Ministerio de Salud Público,Sector público,TUNGURAHUA,QUERO,QUERO,5835.0
3493,TUNGURAHUA,MOCHA,MOCHA,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,MOCHA,MOCHA,6560.0
3494,TUNGURAHUA,MOCHA,MOCHA,Puesto de Salud,Ministerio de Salud Público,Sector público,TUNGURAHUA,MOCHA,MOCHA,6560.0
3495,TUNGURAHUA,MOCHA,MOCHA,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,MOCHA,MOCHA,6560.0
3496,TUNGURAHUA,QUERO,YANAYACU-MOCHAPATA(CAB.EN YANAYACU),Puesto de Salud,Ministerio de Salud Público,Sector público,TUNGURAHUA,QUERO,YANAYACU,4310.0
3509,TUNGURAHUA,AMBATO,TOTORAS,Centro de Salud B,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,TOTORAS,4065.0
3510,TUNGURAHUA,QUERO,QUERO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,QUERO,QUERO,5835.0
3511,TUNGURAHUA,AMBATO,AMBATILLO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,AMBATILLO,95.0
3512,TUNGURAHUA,AMBATO,AUGUSTO N. MARTINEZ (MUNDUGLEO),Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,AUGUSTO,210.0
3513,TUNGURAHUA,AMBATO,AUGUSTO N. MARTINEZ (MUNDUGLEO),Puesto de Salud,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,AUGUSTO,210.0
3515,TUNGURAHUA,AMBATO,ATAHUALPA (CHISALATA),Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,ATAHUALPA,190.0
3518,TUNGURAHUA,AMBATO,CELIANO MONGE,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,CELIANO,5230.0
3519,TUNGURAHUA,AMBATO,MATRÍZ,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,MATRIZ,5545.0
3520,TUNGURAHUA,AMBATO,LA PENÍNSULA,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,PENINSULA,5605.0
3521,TUNGURAHUA,AMBATO,LA MERCED,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,MERCED,5560.0
3522,TUNGURAHUA,AMBATO,IZAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,IZAMBA,1745.0
3523,TUNGURAHUA,AMBATO,SANTA ROSA,Centro de Salud B,Ministerio de Salud Público,Sector público,TUNGURAHUA,AMBATO,SANTA,3730.0
3524,TUNGURAHUA,BAÑOS DE AGUA SANTA,RÍO NEGRO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,BANOS,RIO,3190.0
3524,TUNGURAHUA,BAÑOS DE AGUA SANTA,RÍO NEGRO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,BANOS,RIO,3200.0
3525,TUNGURAHUA,PATATE,EL TRIUNFO,Centro de Salud A,Ministerio de Salud Público,Sector público,TUNGURAHUA,PATATE,TRIUNFO,4110.0
3526,TUNGURAHUA,PATATE,PATATE,Centro de Salud B,Ministerio de Salud Público,Sector público,TUNGURAHUA,PATATE,PATATE,5830.0
